datetime,SETTLEMENT_DATE,SETTLEMENT_PERIOD,TSD,ND,EMBEDDED_WIND_GENERATION,EMBEDDED_SOLAR_GENERATION,system_price,hour,minute,day_of_week,month,day_of_year,is_weekend,is_peak,demand_change,price_change,grid_stress
2023-06-03 07:00:00,2023-06-03,15,19948,18492,679,2021,6.655220125,7,0,5,6,154,1,0,998.0,0.0,0.14435133457479826
2023-06-03 07:30:00,2023-06-03,16,20342,18880,671,2823,6.655220125,7,30,5,6,154,1,0,394.0,0.0,0.15657976412166355
2023-06-03 08:00:00,2023-06-03,17,21046,19486,676,3734,6.655220125,8,0,5,6,154,1,0,704.0,0.0,0.17842954686530105
2023-06-03 08:30:00,2023-06-03,18,20768,19312,681,4876,6.655220125,8,30,5,6,154,1,0,-278.0,0.0,0.16980136561142148
2023-06-03 09:00:00,2023-06-03,19,20460,18992,695,6148,6.655220125,9,0,5,6,154,1,0,-308.0,0.0,0.16024208566108009
2023-06-03 09:30:00,2023-06-03,20,19988,18531,709,7315,6.655220125,9,30,5,6,154,1,0,-472.0,0.0,0.14559279950341403
2023-06-03 10:00:00,2023-06-03,21,19359,17869,757,8334,6.655220125,10,0,5,6,154,1,0,-629.0,0.0,0.1260707635009311
2023-06-03 10:30:00,2023-06-03,22,18925,17329,804,9182,6.655220125,10,30,5,6,154,1,0,-434.0,0.0,0.11260086902545004
2023-06-03 11:00:00,2023-06-03,23,18245,16924,833,9871,6.655220125,11,0,5,6,154,1,0,-680.0,0.0,0.091495965238982
2023-06-03 11:30:00,2023-06-03,24,17733,16416,861,10345,6.655220125,11,30,5,6,154,1,0,-512.0,0.0,0.07560521415270019
2023-06-03 12:00:00,2023-06-03,25,17321,15962,888,10618,6.655220125,12,0,5,6,154,1,0,-412.0,0.0,0.0628181253879578
2023-06-03 12:30:00,2023-06-03,26,17273,15745,915,10678,6.655220125,12,30,5,6,154,1,0,-48.0,0.0,0.06132836747361887
2023-06-03 13:00:00,2023-06-03,27,17221,15621,929,10592,6.655220125,13,0,5,6,154,1,0,-52.0,0.0,0.05971446306641837
2023-06-03 13:30:00,2023-06-03,28,17006,15403,942,10316,6.655220125,13,30,5,6,154,1,0,-215.0,0.0,0.05304158907510863
2023-06-03 14:00:00,2023-06-03,29,16948,15276,937,10078,6.655220125,14,0,5,6,154,1,0,-58.0,0.0,0.05124146492861577
2023-06-03 14:30:00,2023-06-03,30,16832,15157,932,9583,6.655220125,14,30,5,6,154,1,0,-116.0,0.0,0.04764121663563004
2023-06-03 15:00:00,2023-06-03,31,16922,15304,933,8941,6.655220125,15,0,5,6,154,1,0,90.0,0.0,0.05043451272501552
2023-06-03 15:30:00,2023-06-03,32,17305,15690,933,8307,6.655220125,15,30,5,6,154,1,0,383.0,0.0,0.06232153941651148
2023-06-03 16:00:00,2023-06-03,33,18161,16725,966,7471,6.655220125,16,0,5,6,154,1,1,856.0,0.0,0.08888888888888889
2023-06-03 16:30:00,2023-06-03,34,19258,17959,999,6477,6.655220125,16,30,5,6,154,1,1,1097.0,0.0,0.12293606455617628
2023-06-03 17:00:00,2023-06-03,35,20839,19588,1005,5508,6.655220125,17,0,5,6,154,1,1,1581.0,0.0,0.17200496585971448
2023-06-03 17:30:00,2023-06-03,36,22170,20968,1010,4480,6.655220125,17,30,5,6,154,1,1,1331.0,0.0,0.2133147113594041
2023-06-03 18:00:00,2023-06-03,37,23230,21944,1014,3475,6.655220125,18,0,5,6,154,1,1,1060.0,0.0,0.24621353196772192
2023-06-03 18:30:00,2023-06-03,38,24012,22771,1017,2574,6.655220125,18,30,5,6,154,1,1,782.0,0.0,0.2704841713221601
2023-06-03 19:00:00,2023-06-03,39,24416,23282,988,1789,6.655220125,19,0,5,6,154,1,1,404.0,0.0,0.2830229671011794
2023-06-03 19:30:00,2023-06-03,40,24629,23538,959,1110,6.655220125,19,30,5,6,154,1,1,213.0,0.0,0.2896337678460584
2023-06-03 20:00:00,2023-06-03,41,24798,23587,955,544,6.655220125,20,0,5,6,154,1,1,169.0,0.0,0.29487895716945994
2023-06-03 20:30:00,2023-06-03,42,24702,23518,950,148,6.655220125,20,30,5,6,154,1,1,-96.0,0.0,0.2918994413407821
2023-06-03 21:00:00,2023-06-03,43,24535,23445,935,5,6.655220125,21,0,5,6,154,1,0,-167.0,0.0,0.2867163252638113
2023-06-03 21:30:00,2023-06-03,44,24484,23399,919,0,6.655220125,21,30,5,6,154,1,0,-51.0,0.0,0.2851334574798262
2023-06-03 22:00:00,2023-06-03,45,23792,22825,887,0,6.655220125,22,0,5,6,154,1,0,-692.0,0.0,0.2636561142147734
2023-06-03 22:30:00,2023-06-03,46,22845,21837,855,0,6.655220125,22,30,5,6,154,1,0,-947.0,0.0,0.23426443202979516
2023-06-03 23:00:00,2023-06-03,47,21801,20822,830,0,6.655220125,23,0,5,6,154,1,0,-1044.0,0.0,0.20186219739292366
2023-06-03 23:30:00,2023-06-03,48,20856,19835,804,0,6.655220125,23,30,5,6,154,1,0,-945.0,0.0,0.17253258845437616
2023-06-04 00:00:00,2023-06-04,1,20190,19048,789,0,7.462151166666667,0,0,6,6,155,1,0,-666.0,0.8069310416666671,0.15186219739292364
2023-06-04 00:30:00,2023-06-04,2,19761,18552,774,0,7.462151166666667,0,30,6,6,155,1,0,-429.0,0.0,0.13854748603351955
2023-06-04 01:00:00,2023-06-04,3,19399,18146,761,0,7.462151166666667,1,0,6,6,155,1,0,-362.0,0.0,0.12731222842954687
2023-06-04 01:30:00,2023-06-04,4,19205,18029,748,0,7.462151166666667,1,30,6,6,155,1,0,-194.0,0.0,0.1212911235257604
2023-06-04 02:00:00,2023-06-04,5,18913,17693,733,0,7.462151166666667,2,0,6,6,155,1,0,-292.0,0.0,0.11222842954686531
2023-06-04 02:30:00,2023-06-04,6,18698,17339,718,0,7.462151166666667,2,30,6,6,155,1,0,-215.0,0.0,0.10555555555555556
2023-06-04 03:00:00,2023-06-04,7,18358,17013,712,0,7.462151166666667,3,0,6,6,155,1,0,-340.0,0.0,0.09500310366232154
2023-06-04 03:30:00,2023-06-04,8,18090,16826,706,0,7.462151166666667,3,30,6,6,155,1,0,-268.0,0.0,0.08668528864059591
2023-06-04 04:00:00,2023-06-04,9,18154,16676,720,0,7.462151166666667,4,0,6,6,155,1,0,64.0,0.0,0.08867163252638113
2023-06-04 04:30:00,2023-06-04,10,17792,16203,734,0,7.462151166666667,4,30,6,6,155,1,0,-362.0,0.0,0.07743637492240844
2023-06-04 05:00:00,2023-06-04,11,17647,16204,756,68,7.462151166666667,5,0,6,6,155,1,0,-145.0,0.0,0.0729360645561763
2023-06-04 05:30:00,2023-06-04,12,17483,16062,777,360,7.462151166666667,5,30,6,6,155,1,0,-164.0,0.0,0.06784605834885164
2023-06-04 06:00:00,2023-06-04,13,17869,16400,795,808,7.462151166666667,6,0,6,6,155,1,0,386.0,0.0,0.07982619490999379
2023-06-04 06:30:00,2023-06-04,14,17832,16445,812,1409,7.462151166666667,6,30,6,6,155,1,0,-37.0,0.0,0.07867783985102421
2023-06-04 07:00:00,2023-06-04,15,18406,16965,793,2183,7.462151166666667,7,0,6,6,155,1,0,574.0,0.0,0.09649286157666045
2023-06-04 07:30:00,2023-06-04,16,18559,17073,773,3033,7.462151166666667,7,30,6,6,155,1,0,153.0,0.0,0.10124146492861577
2023-06-04 08:00:00,2023-06-04,17,18971,17486,779,3892,7.462151166666667,8,0,6,6,155,1,0,412.0,0.0,0.11402855369335817
2023-06-04 08:30:00,2023-06-04,18,18949,17502,785,4952,7.462151166666667,8,30,6,6,155,1,0,-22.0,0.0,0.1133457479826195
2023-06-04 09:00:00,2023-06-04,19,18989,17659,793,6067,7.462151166666667,9,0,6,6,155,1,0,40.0,0.0,0.11458721291123526
2023-06-04 09:30:00,2023-06-04,20,18712,17488,800,7143,7.462151166666667,9,30,6,6,155,1,0,-277.0,0.0,0.10599006828057107
2023-06-04 10:00:00,2023-06-04,21,18594,17252,821,8103,7.462151166666667,10,0,6,6,155,1,0,-118.0,0.0,0.10232774674115457
2023-06-04 10:30:00,2023-06-04,22,18332,16909,841,8942,7.462151166666667,10,30,6,6,155,1,0,-262.0,0.0,0.09419615145872129
2023-06-04 11:00:00,2023-06-04,23,17887,16525,847,9678,7.462151166666667,11,0,6,6,155,1,0,-445.0,0.0,0.08038485412787089
2023-06-04 11:30:00,2023-06-04,24,17727,16368,853,10210,7.462151166666667,11,30,6,6,155,1,0,-160.0,0.0,0.07541899441340782
2023-06-04 12:00:00,2023-06-04,25,17713,16238,860,10560,7.462151166666667,12,0,6,6,155,1,0,-14.0,0.0,0.07498448168839231
2023-06-04 12:30:00,2023-06-04,26,17518,16035,867,10703,7.462151166666667,12,30,6,6,155,1,0,-195.0,0.0,0.06893234016139044
2023-06-04 13:00:00,2023-06-04,27,17198,15640,871,10683,7.462151166666667,13,0,6,6,155,1,0,-320.0,0.0,0.05900062073246431
2023-06-04 13:30:00,2023-06-04,28,17016,15389,874,10488,7.462151166666667,13,30,6,6,155,1,0,-182.0,0.0,0.05335195530726257
2023-06-04 14:00:00,2023-06-04,29,17165,15171,886,10183,7.462151166666667,14,0,6,6,155,1,0,149.0,0.0,0.0579764121663563
2023-06-04 14:30:00,2023-06-04,30,17268,15297,897,9736,7.462151166666667,14,30,6,6,155,1,0,103.0,0.0,0.0611731843575419
2023-06-04 15:00:00,2023-06-04,31,17267,15666,914,9125,7.462151166666667,15,0,6,6,155,1,0,-1.0,0.0,0.0611421477343265
2023-06-04 15:30:00,2023-06-04,32,17884,16310,930,8367,7.462151166666667,15,30,6,6,155,1,0,617.0,0.0,0.0802917442582247
2023-06-04 16:00:00,2023-06-04,33,18917,17459,962,7461,7.462151166666667,16,0,6,6,155,1,1,1033.0,0.0,0.11235257603972688
2023-06-04 16:30:00,2023-06-04,34,20096,18838,994,6494,7.462151166666667,16,30,6,6,155,1,1,1179.0,0.0,0.1489447548106766
2023-06-04 17:00:00,2023-06-04,35,21783,20417,995,5463,7.462151166666667,17,0,6,6,155,1,1,1687.0,0.0,0.20130353817504656
2023-06-04 17:30:00,2023-06-04,36,23204,21743,995,4426,7.462151166666667,17,30,6,6,155,1,1,1421.0,0.0,0.24540657976412167
2023-06-04 18:00:00,2023-06-04,37,24165,22808,991,3450,7.462151166666667,18,0,6,6,155,1,1,961.0,0.0,0.27523277467411544
2023-06-04 18:30:00,2023-06-04,38,24947,23712,986,2548,7.462151166666667,18,30,6,6,155,1,1,782.0,0.0,0.2995034140285537
2023-06-04 19:00:00,2023-06-04,39,25760,24557,958,1766,7.462151166666667,19,0,6,6,155,1,1,813.0,0.0,0.3247361887026691
2023-06-04 19:30:00,2023-06-04,40,26081,24845,929,1096,7.462151166666667,19,30,6,6,155,1,1,321.0,0.0,0.33469894475481066
2023-06-04 20:00:00,2023-06-04,41,25815,24575,920,546,7.462151166666667,20,0,6,6,155,1,1,-266.0,0.0,0.32644320297951585
2023-06-04 20:30:00,2023-06-04,42,25708,24457,910,148,7.462151166666667,20,30,6,6,155,1,1,-107.0,0.0,0.32312228429546863
2023-06-04 21:00:00,2023-06-04,43,25440,24313,890,6,7.462151166666667,21,0,6,6,155,1,0,-268.0,0.0,0.314804469273743
2023-06-04 21:30:00,2023-06-04,44,25254,24107,869,0,7.462151166666667,21,30,6,6,155,1,0,-186.0,0.0,0.3090316573556797
2023-06-04 22:00:00,2023-06-04,45,24734,23549,851,0,7.462151166666667,22,0,6,6,155,1,0,-520.0,0.0,0.2928926132836747
2023-06-04 22:30:00,2023-06-04,46,23874,22571,832,0,7.462151166666667,22,30,6,6,155,1,0,-860.0,0.0,0.26620111731843576
2023-06-04 23:00:00,2023-06-04,47,22564,21081,819,0,7.462151166666667,23,0,6,6,155,1,0,-1310.0,0.0,0.2255431409062694
2023-06-04 23:30:00,2023-06-04,48,21454,20068,806,0,7.462151166666667,23,30,6,6,155,1,0,-1110.0,0.0,0.19109248913718188
2023-06-05 00:00:00,2023-06-05,1,20256,19044,776,0,7.821965895833334,0,0,0,6,156,0,0,-1198.0,0.3598147291666675,0.15391061452513966
2023-06-05 00:30:00,2023-06-05,2,19941,18622,746,0,7.821965895833334,0,30,0,6,156,0,0,-315.0,0.0,0.1441340782122905
2023-06-05 01:00:00,2023-06-05,3,19908,18389,732,0,7.821965895833334,1,0,0,6,156,0,0,-33.0,0.0,0.1431098696461825
2023-06-05 01:30:00,2023-06-05,4,19876,18337,718,0,7.821965895833334,1,30,0,6,156,0,0,-32.0,0.0,0.14211669770328988
2023-06-05 02:00:00,2023-06-05,5,19514,18007,721,0,7.821965895833334,2,0,0,6,156,0,0,-362.0,0.0,0.13088144009931718
2023-06-05 02:30:00,2023-06-05,6,19292,17680,723,0,7.821965895833334,2,30,0,6,156,0,0,-222.0,0.0,0.12399130974549968
2023-06-05 03:00:00,2023-06-05,7,19130,17542,725,0,7.821965895833334,3,0,0,6,156,0,0,-162.0,0.0,0.11896337678460583
2023-06-05 03:30:00,2023-06-05,8,19127,17490,726,0,7.821965895833334,3,30,0,6,156,0,0,-3.0,0.0,0.11887026691495965
2023-06-05 04:00:00,2023-06-05,9,19467,17455,747,0,7.821965895833334,4,0,0,6,156,0,0,340.0,0.0,0.12942271880819367
2023-06-05 04:30:00,2023-06-05,10,19225,17214,768,0,7.821965895833334,4,30,0,6,156,0,0,-242.0,0.0,0.12191185599006828
2023-06-05 05:00:00,2023-06-05,11,19337,17700,791,11,7.821965895833334,5,0,0,6,156,0,0,112.0,0.0,0.12538795779019243
2023-06-05 05:30:00,2023-06-05,12,20109,18574,814,131,7.821965895833334,5,30,0,6,156,0,0,772.0,0.0,0.14934823091247673
2023-06-05 06:00:00,2023-06-05,13,21670,20509,827,370,7.821965895833334,6,0,0,6,156,0,0,1561.0,0.0,0.197796399751707
2023-06-05 06:30:00,2023-06-05,14,23191,22073,840,698,7.821965895833334,6,30,0,6,156,0,0,1521.0,0.0,0.24500310366232153
2023-06-05 07:00:00,2023-06-05,15,24871,24246,833,1105,7.821965895833334,7,0,0,6,156,0,0,1680.0,0.0,0.29714463066418373
2023-06-05 07:30:00,2023-06-05,16,25597,24860,826,1625,7.821965895833334,7,30,0,6,156,0,0,726.0,0.0,0.3196772191185599
2023-06-05 08:00:00,2023-06-05,17,26658,25697,822,2263,7.821965895833334,8,0,0,6,156,0,0,1061.0,0.0,0.3526070763500931
2023-06-05 08:30:00,2023-06-05,18,26815,25796,817,2899,7.821965895833334,8,30,0,6,156,0,0,157.0,0.0,0.35747982619491
2023-06-05 09:00:00,2023-06-05,19,27037,25891,824,3548,7.821965895833334,9,0,0,6,156,0,0,222.0,0.0,0.3643699565487275
2023-06-05 09:30:00,2023-06-05,20,26873,25595,831,4258,7.821965895833334,9,30,0,6,156,0,0,-164.0,0.0,0.35927995034140287
2023-06-05 10:00:00,2023-06-05,21,26513,25137,866,5097,7.821965895833334,10,0,0,6,156,0,0,-360.0,0.0,0.348106765983861
2023-06-05 10:30:00,2023-06-05,22,26117,24683,900,5764,7.821965895833334,10,30,0,6,156,0,0,-396.0,0.0,0.33581626319056485
2023-06-05 11:00:00,2023-06-05,23,25620,24202,895,6387,7.821965895833334,11,0,0,6,156,0,0,-497.0,0.0,0.32039106145251395
2023-06-05 11:30:00,2023-06-05,24,25378,23970,890,7025,7.821965895833334,11,30,0,6,156,0,0,-242.0,0.0,0.3128801986343886
2023-06-05 12:00:00,2023-06-05,25,25404,23921,900,7590,7.821965895833334,12,0,0,6,156,0,0,26.0,0.0,0.3136871508379888
2023-06-05 12:30:00,2023-06-05,26,24711,23226,909,8046,7.821965895833334,12,30,0,6,156,0,0,-693.0,0.0,0.29217877094972067
2023-06-05 13:00:00,2023-06-05,27,24240,22809,925,8237,7.821965895833334,13,0,0,6,156,0,0,-471.0,0.0,0.27756052141527005
2023-06-05 13:30:00,2023-06-05,28,23895,22418,940,8319,7.821965895833334,13,30,0,6,156,0,0,-345.0,0.0,0.26685288640595906
2023-06-05 14:00:00,2023-06-05,29,23324,21996,965,8213,7.821965895833334,14,0,0,6,156,0,0,-571.0,0.0,0.24913097454996896
2023-06-05 14:30:00,2023-06-05,30,23132,21727,990,8070,7.821965895833334,14,30,0,6,156,0,0,-192.0,0.0,0.2431719428926133
2023-06-05 15:00:00,2023-06-05,31,22884,21702,1012,7731,7.821965895833334,15,0,0,6,156,0,0,-248.0,0.0,0.23547486033519552
2023-06-05 15:30:00,2023-06-05,32,23329,22210,1034,7195,7.821965895833334,15,30,0,6,156,0,0,445.0,0.0,0.24928615766604592
2023-06-05 16:00:00,2023-06-05,33,23952,22854,1085,6524,7.821965895833334,16,0,0,6,156,0,1,623.0,0.0,0.2686219739292365
2023-06-05 16:30:00,2023-06-05,34,24951,23900,1135,5753,7.821965895833334,16,30,0,6,156,0,1,999.0,0.0,0.29962756052141526
2023-06-05 17:00:00,2023-06-05,35,26251,25097,1153,4853,7.821965895833334,17,0,0,6,156,0,1,1300.0,0.0,0.3399751707014277
2023-06-05 17:30:00,2023-06-05,36,26829,25755,1171,3912,7.821965895833334,17,30,0,6,156,0,1,578.0,0.0,0.3579143389199255
2023-06-05 18:00:00,2023-06-05,37,27459,26344,1192,3010,7.821965895833334,18,0,0,6,156,0,1,630.0,0.0,0.37746741154562385
2023-06-05 18:30:00,2023-06-05,38,27953,26784,1212,2150,7.821965895833334,18,30,0,6,156,0,1,494.0,0.0,0.39279950341402853
2023-06-05 19:00:00,2023-06-05,39,28553,27313,1172,1402,7.821965895833334,19,0,0,6,156,0,1,600.0,0.0,0.41142147734326506
2023-06-05 19:30:00,2023-06-05,40,28572,27331,1132,840,7.821965895833334,19,30,0,6,156,0,1,19.0,0.0,0.41201117318435754
2023-06-05 20:00:00,2023-06-05,41,28356,26865,1098,390,7.821965895833334,20,0,0,6,156,0,1,-216.0,0.0,0.4053072625698324
2023-06-05 20:30:00,2023-06-05,42,28085,26555,1063,106,7.821965895833334,20,30,0,6,156,0,1,-271.0,0.0,0.3968963376784606
2023-06-05 21:00:00,2023-06-05,43,27268,26100,1066,5,7.821965895833334,21,0,0,6,156,0,0,-817.0,0.0,0.37153941651148353
2023-06-05 21:30:00,2023-06-05,44,26830,25608,1068,0,7.821965895833334,21,30,0,6,156,0,0,-438.0,0.0,0.35794537554314093
2023-06-05 22:00:00,2023-06-05,45,25513,24561,1060,0,7.821965895833334,22,0,0,6,156,0,0,-1317.0,0.0,0.3170701427684668
2023-06-05 22:30:00,2023-06-05,46,24200,23130,1052,0,7.821965895833334,22,30,0,6,156,0,0,-1313.0,0.0,0.2763190564866543
2023-06-05 23:00:00,2023-06-05,47,22735,21721,1037,0,7.821965895833334,23,0,0,6,156,0,0,-1465.0,0.0,0.2308504034761018
2023-06-05 23:30:00,2023-06-05,48,21647,20570,1021,0,7.821965895833334,23,30,0,6,156,0,0,-1088.0,0.0,0.19708255741775293
2023-06-06 00:00:00,2023-06-06,1,21039,19781,1004,0,10.3619234375,0,0,1,6,157,0,0,-608.0,2.539957541666665,0.1782122905027933
2023-06-06 00:30:00,2023-06-06,2,20771,19358,986,0,10.3619234375,0,30,1,6,157,0,0,-268.0,0.0,0.16989447548106765
2023-06-06 01:00:00,2023-06-06,3,20496,19006,966,0,10.3619234375,1,0,1,6,157,0,0,-275.0,0.0,0.16135940409683427
2023-06-06 01:30:00,2023-06-06,4,20511,19010,946,0,10.3619234375,1,30,1,6,157,0,0,15.0,0.0,0.16182495344506517
2023-06-06 02:00:00,2023-06-06,5,20696,18767,922,0,10.3619234375,2,0,1,6,157,0,0,185.0,0.0,0.1675667287399131
2023-06-06 02:30:00,2023-06-06,6,20604,18464,898,0,10.3619234375,2,30,1,6,157,0,0,-92.0,0.0,0.16471135940409684
2023-06-06 03:00:00,2023-06-06,7,20377,18075,889,0,10.3619234375,3,0,1,6,157,0,0,-227.0,0.0,0.15766604593420236
2023-06-06 03:30:00,2023-06-06,8,20320,18019,880,0,10.3619234375,3,30,1,6,157,0,0,-57.0,0.0,0.15589695841092488
2023-06-06 04:00:00,2023-06-06,9,20731,18064,897,0,10.3619234375,4,0,1,6,157,0,0,411.0,0.0,0.16865301055245188
2023-06-06 04:30:00,2023-06-06,10,20620,17957,913,0,10.3619234375,4,30,1,6,157,0,0,-111.0,0.0,0.16520794537554315
2023-06-06 05:00:00,2023-06-06,11,20300,18337,906,7,10.3619234375,5,0,1,6,157,0,0,-320.0,0.0,0.155276225946617
2023-06-06 05:30:00,2023-06-06,12,20709,19059,899,80,10.3619234375,5,30,1,6,157,0,0,409.0,0.0,0.1679702048417132
2023-06-06 06:00:00,2023-06-06,13,22797,20922,908,251,10.3619234375,6,0,1,6,157,0,0,2088.0,0.0,0.23277467411545624
2023-06-06 06:30:00,2023-06-06,14,24289,22515,917,496,10.3619234375,6,30,1,6,157,0,0,1492.0,0.0,0.2790813159528243
2023-06-06 07:00:00,2023-06-06,15,25885,25016,917,816,10.3619234375,7,0,1,6,157,0,0,1596.0,0.0,0.3286157666045934
2023-06-06 07:30:00,2023-06-06,16,26836,25814,916,1121,10.3619234375,7,30,1,6,157,0,0,951.0,0.0,0.35813159528243327
2023-06-06 08:00:00,2023-06-06,17,28296,26995,932,1448,10.3619234375,8,0,1,6,157,0,0,1460.0,0.0,0.40344506517690876
2023-06-06 08:30:00,2023-06-06,18,28447,27096,948,1795,10.3619234375,8,30,1,6,157,0,0,151.0,0.0,0.40813159528243326
2023-06-06 09:00:00,2023-06-06,19,28753,27381,963,2234,10.3619234375,9,0,1,6,157,0,0,306.0,0.0,0.4176288019863439
2023-06-06 09:30:00,2023-06-06,20,28565,27165,978,2718,10.3619234375,9,30,1,6,157,0,0,-188.0,0.0,0.4117939168218498
2023-06-06 10:00:00,2023-06-06,21,28296,26843,992,3222,10.3619234375,10,0,1,6,157,0,0,-269.0,0.0,0.40344506517690876
2023-06-06 10:30:00,2023-06-06,22,28206,26815,1006,3628,10.3619234375,10,30,1,6,157,0,0,-90.0,0.0,0.40065176908752326
2023-06-06 11:00:00,2023-06-06,23,27795,26554,1033,4280,10.3619234375,11,0,1,6,157,0,0,-411.0,0.0,0.3878957169459963
2023-06-06 11:30:00,2023-06-06,24,27583,26357,1059,4579,10.3619234375,11,30,1,6,157,0,0,-212.0,0.0,0.3813159528243327
2023-06-06 12:00:00,2023-06-06,25,27281,26097,1071,5020,10.3619234375,12,0,1,6,157,0,0,-302.0,0.0,0.37194289261328367
2023-06-06 12:30:00,2023-06-06,26,26834,25611,1082,5281,10.3619234375,12,30,1,6,157,0,0,-447.0,0.0,0.3580695220360025
2023-06-06 13:00:00,2023-06-06,27,26456,25167,1090,5383,10.3619234375,13,0,1,6,157,0,0,-378.0,0.0,0.3463376784605835
2023-06-06 13:30:00,2023-06-06,28,26035,24720,1097,5593,10.3619234375,13,30,1,6,157,0,0,-421.0,0.0,0.33327126008690255
2023-06-06 14:00:00,2023-06-06,29,25428,24239,1097,5708,10.3619234375,14,0,1,6,157,0,0,-607.0,0.0,0.3144320297951583
2023-06-06 14:30:00,2023-06-06,30,25237,23971,1097,5597,10.3619234375,14,30,1,6,157,0,0,-191.0,0.0,0.308504034761018
2023-06-06 15:00:00,2023-06-06,31,25065,23840,1092,5505,10.3619234375,15,0,1,6,157,0,0,-172.0,0.0,0.3031657355679702
2023-06-06 15:30:00,2023-06-06,32,25422,24206,1086,5184,10.3619234375,15,30,1,6,157,0,0,357.0,0.0,0.31424581005586594
2023-06-06 16:00:00,2023-06-06,33,26302,25062,1116,4585,10.3619234375,16,0,1,6,157,0,1,880.0,0.0,0.3415580384854128
2023-06-06 16:30:00,2023-06-06,34,26959,25809,1146,4123,10.3619234375,16,30,1,6,157,0,1,657.0,0.0,0.36194909993792673
2023-06-06 17:00:00,2023-06-06,35,27853,26609,1137,3506,10.3619234375,17,0,1,6,157,0,1,894.0,0.0,0.3896958410924891
2023-06-06 17:30:00,2023-06-06,36,28443,27271,1128,2868,10.3619234375,17,30,1,6,157,0,1,590.0,0.0,0.4080074487895717
2023-06-06 18:00:00,2023-06-06,37,28961,27780,1126,2274,10.3619234375,18,0,1,6,157,0,1,518.0,0.0,0.42408441961514587
2023-06-06 18:30:00,2023-06-06,38,29176,28125,1123,1640,10.3619234375,18,30,1,6,157,0,1,215.0,0.0,0.4307572936064556
2023-06-06 19:00:00,2023-06-06,39,29499,28233,1102,1086,10.3619234375,19,0,1,6,157,0,1,323.0,0.0,0.44078212290502794
2023-06-06 19:30:00,2023-06-06,40,29501,28092,1081,650,10.3619234375,19,30,1,6,157,0,1,2.0,0.0,0.4408441961514587
2023-06-06 20:00:00,2023-06-06,41,29603,27496,1059,311,10.3619234375,20,0,1,6,157,0,1,102.0,0.0,0.44400993171942893
2023-06-06 20:30:00,2023-06-06,42,29266,27058,1037,85,10.3619234375,20,30,1,6,157,0,1,-337.0,0.0,0.4335505896958411
2023-06-06 21:00:00,2023-06-06,43,28275,26754,1053,5,10.3619234375,21,0,1,6,157,0,0,-991.0,0.0,0.40279329608938547
2023-06-06 21:30:00,2023-06-06,44,27858,26340,1068,0,10.3619234375,21,30,1,6,157,0,0,-417.0,0.0,0.3898510242085661
2023-06-06 22:00:00,2023-06-06,45,26896,25092,1065,0,10.3619234375,22,0,1,6,157,0,0,-962.0,0.0,0.3599937926753569
2023-06-06 22:30:00,2023-06-06,46,25928,24060,1062,0,10.3619234375,22,30,1,6,157,0,0,-968.0,0.0,0.3299503414028554
2023-06-06 23:00:00,2023-06-06,47,24258,22590,1046,0,10.3619234375,23,0,1,6,157,0,0,-1670.0,0.0,0.2781191806331471
2023-06-06 23:30:00,2023-06-06,48,23166,21355,1029,0,10.3619234375,23,30,1,6,157,0,0,-1092.0,0.0,0.2442271880819367
2023-06-07 00:00:00,2023-06-07,1,22680,20403,985,0,6.704844041666668,0,0,2,6,158,0,0,-486.0,-3.657079395833332,0.22914338919925512
2023-06-07 00:30:00,2023-06-07,2,22263,19909,941,0,6.704844041666668,0,30,2,6,158,0,0,-417.0,0.0,0.21620111731843575
2023-06-07 01:00:00,2023-06-07,3,21665,19549,912,0,6.704844041666668,1,0,2,6,158,0,0,-598.0,0.0,0.19764121663563006
2023-06-07 01:30:00,2023-06-07,4,21491,19410,883,0,6.704844041666668,1,30,2,6,158,0,0,-174.0,0.0,0.19224084419615145
2023-06-07 02:00:00,2023-06-07,5,21625,19133,845,0,6.704844041666668,2,0,2,6,158,0,0,134.0,0.0,0.19639975170701426
2023-06-07 02:30:00,2023-06-07,6,21266,18767,807,0,6.704844041666668,2,30,2,6,158,0,0,-359.0,0.0,0.18525760397268778
2023-06-07 03:00:00,2023-06-07,7,21245,18614,790,0,6.704844041666668,3,0,2,6,158,0,0,-21.0,0.0,0.1846058348851645
2023-06-07 03:30:00,2023-06-07,8,21210,18588,772,0,6.704844041666668,3,30,2,6,158,0,0,-35.0,0.0,0.18351955307262569
2023-06-07 04:00:00,2023-06-07,9,21338,18392,781,0,6.704844041666668,4,0,2,6,158,0,0,128.0,0.0,0.18749224084419616
2023-06-07 04:30:00,2023-06-07,10,21179,18239,789,0,6.704844041666668,4,30,2,6,158,0,0,-159.0,0.0,0.18255741775294848
2023-06-07 05:00:00,2023-06-07,11,21282,18618,802,16,6.704844041666668,5,0,2,6,158,0,0,103.0,0.0,0.1857541899441341
2023-06-07 05:30:00,2023-06-07,12,21958,19358,814,156,6.704844041666668,5,30,2,6,158,0,0,676.0,0.0,0.20673494723774052
2023-06-07 06:00:00,2023-06-07,13,23476,21467,834,418,6.704844041666668,6,0,2,6,158,0,0,1518.0,0.0,0.2538485412787089
2023-06-07 06:30:00,2023-06-07,14,24962,23051,854,750,6.704844041666668,6,30,2,6,158,0,0,1486.0,0.0,0.2999689633767846
