datetime,SETTLEMENT_DATE,SETTLEMENT_PERIOD,TSD,ND,EMBEDDED_WIND_GENERATION,EMBEDDED_SOLAR_GENERATION,system_price,hour,minute,day_of_week,month,day_of_year,is_weekend,is_peak,demand_change,price_change,grid_stress
2023-01-01 00:30:00,2023-01-01,2,25289,21756,2793,0,12.89689645833333,0,30,6,1,1,1,0,609.0,0.0,0.3101179391682185
2023-01-01 01:00:00,2023-01-01,3,25269,21348,2773,0,12.89689645833333,1,0,6,1,1,1,0,-20.0,0.0,0.3094972067039106
2023-01-01 01:30:00,2023-01-01,4,24574,20586,2753,0,12.89689645833333,1,30,6,1,1,1,0,-695.0,0.0,0.28792675356921166
2023-01-01 02:00:00,2023-01-01,5,24135,19781,2712,0,12.89689645833333,2,0,6,1,1,1,0,-439.0,0.0,0.27430167597765365
2023-01-01 02:30:00,2023-01-01,6,23505,19077,2671,0,12.89689645833333,2,30,6,1,1,1,0,-630.0,0.0,0.2547486033519553
2023-01-01 03:00:00,2023-01-01,7,22969,18511,2615,0,12.89689645833333,3,0,6,1,1,1,0,-536.0,0.0,0.23811297330850403
2023-01-01 03:30:00,2023-01-01,8,22278,17803,2558,0,12.89689645833333,3,30,6,1,1,1,0,-691.0,0.0,0.21666666666666667
2023-01-01 04:00:00,2023-01-01,9,21875,17363,2511,0,12.89689645833333,4,0,6,1,1,1,0,-403.0,0.0,0.20415890751086282
2023-01-01 04:30:00,2023-01-01,10,21654,17096,2464,0,12.89689645833333,4,30,6,1,1,1,0,-221.0,0.0,0.1972998137802607
2023-01-01 05:00:00,2023-01-01,11,22058,17091,2380,0,12.89689645833333,5,0,6,1,1,1,0,404.0,0.0,0.20983860955927994
2023-01-01 05:30:00,2023-01-01,12,22240,17231,2295,0,12.89689645833333,5,30,6,1,1,1,0,182.0,0.0,0.2154872749844817
2023-01-01 06:00:00,2023-01-01,13,22680,17748,2226,0,12.89689645833333,6,0,6,1,1,1,0,440.0,0.0,0.22914338919925512
2023-01-01 06:30:00,2023-01-01,14,23028,18115,2156,0,12.89689645833333,6,30,6,1,1,1,0,348.0,0.0,0.2399441340782123
2023-01-01 07:00:00,2023-01-01,15,23244,18743,2077,0,12.89689645833333,7,0,6,1,1,1,0,216.0,0.0,0.24664804469273743
2023-01-01 07:30:00,2023-01-01,16,23490,19085,1997,0,12.89689645833333,7,30,6,1,1,1,0,246.0,0.0,0.2542830540037244
2023-01-01 08:00:00,2023-01-01,17,23428,19675,1953,0,12.89689645833333,8,0,6,1,1,1,0,-62.0,0.0,0.25235878336436995
2023-01-01 08:30:00,2023-01-01,18,23746,20491,1909,113,12.89689645833333,8,30,6,1,1,1,0,318.0,0.0,0.2622284295468653
2023-01-01 09:00:00,2023-01-01,19,23464,21442,1888,515,12.89689645833333,9,0,6,1,1,1,0,-282.0,0.0,0.25347610180012414
2023-01-01 09:30:00,2023-01-01,20,23637,22152,1867,871,12.89689645833333,9,30,6,1,1,1,0,173.0,0.0,0.25884543761638734
2023-01-01 10:00:00,2023-01-01,21,24401,23089,1851,1162,12.89689645833333,10,0,6,1,1,1,0,764.0,0.0,0.28255741775294846
2023-01-01 10:30:00,2023-01-01,22,24992,23828,1835,1379,12.89689645833333,10,30,6,1,1,1,0,591.0,0.0,0.30090006207324643
2023-01-01 11:00:00,2023-01-01,23,26040,24677,1839,1453,12.89689645833333,11,0,6,1,1,1,0,1048.0,0.0,0.33342644320297954
2023-01-01 11:30:00,2023-01-01,24,26854,25591,1843,1394,12.89689645833333,11,30,6,1,1,1,0,814.0,0.0,0.3586902545003104
2023-01-01 12:00:00,2023-01-01,25,27966,26670,1803,1251,12.89689645833333,12,0,6,1,1,1,0,1112.0,0.0,0.39320297951582867
2023-01-01 12:30:00,2023-01-01,26,28553,27296,1762,1107,12.89689645833333,12,30,6,1,1,1,0,587.0,0.0,0.41142147734326506
2023-01-01 13:00:00,2023-01-01,27,28815,27541,1693,959,12.89689645833333,13,0,6,1,1,1,0,262.0,0.0,0.4195530726256983
2023-01-01 13:30:00,2023-01-01,28,28993,27670,1624,695,12.89689645833333,13,30,6,1,1,1,0,178.0,0.0,0.4250775915580385
2023-01-01 14:00:00,2023-01-01,29,29217,27881,1534,512,12.89689645833333,14,0,6,1,1,1,0,224.0,0.0,0.43202979515828677
2023-01-01 14:30:00,2023-01-01,30,29636,28315,1444,282,12.89689645833333,14,30,6,1,1,1,0,419.0,0.0,0.44503414028553695
2023-01-01 15:00:00,2023-01-01,31,30336,28818,1377,94,12.89689645833333,15,0,6,1,1,1,0,700.0,0.0,0.46675977653631284
2023-01-01 15:30:00,2023-01-01,32,30969,29486,1310,8,12.89689645833333,15,30,6,1,1,1,0,633.0,0.0,0.48640595903165734
2023-01-01 16:00:00,2023-01-01,33,32160,30837,1234,0,12.89689645833333,16,0,6,1,1,1,1,1191.0,0.0,0.5233705772811919
2023-01-01 16:30:00,2023-01-01,34,33230,31927,1158,0,12.89689645833333,16,30,6,1,1,1,1,1070.0,0.0,0.5565797641216635
2023-01-01 17:00:00,2023-01-01,35,34003,32628,1119,0,12.89689645833333,17,0,6,1,1,1,1,773.0,0.0,0.5805710738671632
2023-01-01 17:30:00,2023-01-01,36,33859,32478,1079,0,12.89689645833333,17,30,6,1,1,1,1,-144.0,0.0,0.5761018001241465
2023-01-01 18:00:00,2023-01-01,37,33007,31740,1044,0,12.89689645833333,18,0,6,1,1,1,1,-852.0,0.0,0.5496585971446306
2023-01-01 18:30:00,2023-01-01,38,32309,31062,1009,0,12.89689645833333,18,30,6,1,1,1,1,-698.0,0.0,0.5279950341402856
2023-01-01 19:00:00,2023-01-01,39,31475,30330,996,0,12.89689645833333,19,0,6,1,1,1,1,-834.0,0.0,0.5021104903786469
2023-01-01 19:30:00,2023-01-01,40,30275,29100,982,0,12.89689645833333,19,30,6,1,1,1,1,-1200.0,0.0,0.4648665425201738
2023-01-01 20:00:00,2023-01-01,41,29486,28532,948,0,12.89689645833333,20,0,6,1,1,1,1,-789.0,0.0,0.4403786468032278
2023-01-01 20:30:00,2023-01-01,42,29156,28164,914,0,12.89689645833333,20,30,6,1,1,1,1,-330.0,0.0,0.4301365611421477
2023-01-01 21:00:00,2023-01-01,43,27978,27163,895,0,12.89689645833333,21,0,6,1,1,1,0,-1178.0,0.0,0.3935754189944134
2023-01-01 21:30:00,2023-01-01,44,26756,26018,875,0,12.89689645833333,21,30,6,1,1,1,0,-1222.0,0.0,0.35564866542520174
2023-01-01 22:00:00,2023-01-01,45,25754,25146,863,0,12.89689645833333,22,0,6,1,1,1,0,-1002.0,0.0,0.3245499689633768
2023-01-01 22:30:00,2023-01-01,46,24790,24139,850,0,12.89689645833333,22,30,6,1,1,1,0,-964.0,0.0,0.2946306641837368
2023-01-01 23:00:00,2023-01-01,47,23783,22885,917,0,12.89689645833333,23,0,6,1,1,1,0,-1007.0,0.0,0.2633767846058349
2023-01-01 23:30:00,2023-01-01,48,23151,21971,983,0,12.89689645833333,23,30,6,1,1,1,0,-632.0,0.0,0.24376163873370577
2023-01-02 00:00:00,2023-01-02,1,22893,21770,999,0,9.37665327083334,0,0,0,1,2,0,0,-258.0,-3.520243187499989,0.23575418994413408
2023-01-02 00:30:00,2023-01-02,2,23300,22351,1014,0,9.37665327083334,0,30,0,1,2,0,0,407.0,0.0,0.2483860955927995
2023-01-02 01:00:00,2023-01-02,3,22889,21904,1020,0,9.37665327083334,1,0,0,1,2,0,0,-411.0,0.0,0.2356300434512725
2023-01-02 01:30:00,2023-01-02,4,22506,21285,1025,0,9.37665327083334,1,30,0,1,2,0,0,-383.0,0.0,0.22374301675977654
2023-01-02 02:00:00,2023-01-02,5,22093,20818,1046,0,9.37665327083334,2,0,0,1,2,0,0,-413.0,0.0,0.21092489137181875
2023-01-02 02:30:00,2023-01-02,6,22048,20379,1066,0,9.37665327083334,2,30,0,1,2,0,0,-45.0,0.0,0.209528243327126
2023-01-02 03:00:00,2023-01-02,7,21647,19895,1130,0,9.37665327083334,3,0,0,1,2,0,0,-401.0,0.0,0.19708255741775293
2023-01-02 03:30:00,2023-01-02,8,21230,19426,1194,0,9.37665327083334,3,30,0,1,2,0,0,-417.0,0.0,0.18414028553693357
2023-01-02 04:00:00,2023-01-02,9,20954,19180,1193,0,9.37665327083334,4,0,0,1,2,0,0,-276.0,0.0,0.1755741775294848
2023-01-02 04:30:00,2023-01-02,10,20838,19055,1191,0,9.37665327083334,4,30,0,1,2,0,0,-116.0,0.0,0.17197392923649907
2023-01-02 05:00:00,2023-01-02,11,20612,19251,1182,0,9.37665327083334,5,0,0,1,2,0,0,-226.0,0.0,0.16495965238982
2023-01-02 05:30:00,2023-01-02,12,20843,19699,1173,0,9.37665327083334,5,30,0,1,2,0,0,231.0,0.0,0.17212911235257605
2023-01-02 06:00:00,2023-01-02,13,21653,20794,1118,0,9.37665327083334,6,0,0,1,2,0,0,810.0,0.0,0.1972687771570453
2023-01-02 06:30:00,2023-01-02,14,22437,21628,1062,0,9.37665327083334,6,30,0,1,2,0,0,784.0,0.0,0.22160148975791433
2023-01-02 07:00:00,2023-01-02,15,23718,22774,1037,0,9.37665327083334,7,0,0,1,2,0,0,1281.0,0.0,0.2613594040968343
2023-01-02 07:30:00,2023-01-02,16,24429,23473,1012,0,9.37665327083334,7,30,0,1,2,0,0,711.0,0.0,0.2834264432029795
2023-01-02 08:00:00,2023-01-02,17,25797,24661,989,0,9.37665327083334,8,0,0,1,2,0,0,1368.0,0.0,0.3258845437616387
2023-01-02 08:30:00,2023-01-02,18,26758,25655,965,174,9.37665327083334,8,30,0,1,2,0,0,961.0,0.0,0.35571073867163255
2023-01-02 09:00:00,2023-01-02,19,27845,26657,967,791,9.37665327083334,9,0,0,1,2,0,0,1087.0,0.0,0.38944754810676596
2023-01-02 09:30:00,2023-01-02,20,28319,27194,968,1599,9.37665327083334,9,30,0,1,2,0,0,474.0,0.0,0.4041589075108628
2023-01-02 10:00:00,2023-01-02,21,28762,27535,982,2489,9.37665327083334,10,0,0,1,2,0,0,443.0,0.0,0.41790813159528245
2023-01-02 10:30:00,2023-01-02,22,28677,27388,996,3211,9.37665327083334,10,30,0,1,2,0,0,-85.0,0.0,0.41527001862197394
2023-01-02 11:00:00,2023-01-02,23,28605,27278,1023,3640,9.37665327083334,11,0,0,1,2,0,0,-72.0,0.0,0.41303538175046556
2023-01-02 11:30:00,2023-01-02,24,28493,27275,1049,3871,9.37665327083334,11,30,0,1,2,0,0,-112.0,0.0,0.4095592799503414
2023-01-02 12:00:00,2023-01-02,25,28700,27529,1046,3932,9.37665327083334,12,0,0,1,2,0,0,207.0,0.0,0.415983860955928
2023-01-02 12:30:00,2023-01-02,26,29125,27990,1043,3842,9.37665327083334,12,30,0,1,2,0,0,425.0,0.0,0.4291744258224705
2023-01-02 13:00:00,2023-01-02,27,29047,27980,1027,3542,9.37665327083334,13,0,0,1,2,0,0,-78.0,0.0,0.4267535692116698
2023-01-02 13:30:00,2023-01-02,28,29104,28076,1011,3154,9.37665327083334,13,30,0,1,2,0,0,57.0,0.0,0.4285226567349472
2023-01-02 14:00:00,2023-01-02,29,29685,28777,973,2516,9.37665327083334,14,0,0,1,2,0,0,581.0,0.0,0.4465549348230912
2023-01-02 14:30:00,2023-01-02,30,30544,29719,934,1627,9.37665327083334,14,30,0,1,2,0,0,859.0,0.0,0.4732153941651148
2023-01-02 15:00:00,2023-01-02,31,31722,30868,944,724,9.37665327083334,15,0,0,1,2,0,0,1178.0,0.0,0.5097765363128491
2023-01-02 15:30:00,2023-01-02,32,32962,32294,954,108,9.37665327083334,15,30,0,1,2,0,0,1240.0,0.0,0.548261949099938
2023-01-02 16:00:00,2023-01-02,33,35013,34409,981,0,9.37665327083334,16,0,0,1,2,0,1,2051.0,0.0,0.6119180633147113
2023-01-02 16:30:00,2023-01-02,34,37072,36472,1007,0,9.37665327083334,16,30,0,1,2,0,1,2059.0,0.0,0.6758224705152079
2023-01-02 17:00:00,2023-01-02,35,38233,37631,1038,0,9.37665327083334,17,0,0,1,2,0,1,1161.0,0.0,0.7118559900682806
2023-01-02 17:30:00,2023-01-02,36,38637,38035,1069,0,9.37665327083334,17,30,0,1,2,0,1,404.0,0.0,0.7243947858472998
2023-01-02 18:00:00,2023-01-02,37,37973,37371,1103,0,9.37665327083334,18,0,0,1,2,0,1,-664.0,0.0,0.7037864680322781
2023-01-02 18:30:00,2023-01-02,38,36964,36362,1136,0,9.37665327083334,18,30,0,1,2,0,1,-1009.0,0.0,0.6724705152079454
2023-01-02 19:00:00,2023-01-02,39,35897,35292,1186,0,9.37665327083334,19,0,0,1,2,0,1,-1067.0,0.0,0.6393544382371198
2023-01-02 19:30:00,2023-01-02,40,34869,34262,1236,0,9.37665327083334,19,30,0,1,2,0,1,-1028.0,0.0,0.6074487895716946
2023-01-02 20:00:00,2023-01-02,41,33606,33000,1290,0,9.37665327083334,20,0,0,1,2,0,1,-1263.0,0.0,0.5682495344506517
2023-01-02 20:30:00,2023-01-02,42,32367,31761,1344,0,9.37665327083334,20,30,0,1,2,0,1,-1239.0,0.0,0.5297951582867784
2023-01-02 21:00:00,2023-01-02,43,30979,30373,1408,0,9.37665327083334,21,0,0,1,2,0,0,-1388.0,0.0,0.4867163252638113
2023-01-02 21:30:00,2023-01-02,44,29777,29172,1472,0,9.37665327083334,21,30,0,1,2,0,0,-1202.0,0.0,0.44941030415890754
2023-01-02 22:00:00,2023-01-02,45,28241,27635,1518,0,9.37665327083334,22,0,0,1,2,0,0,-1536.0,0.0,0.4017380509000621
2023-01-02 22:30:00,2023-01-02,46,26600,25995,1563,0,9.37665327083334,22,30,0,1,2,0,0,-1641.0,0.0,0.35080695220360025
2023-01-02 23:00:00,2023-01-02,47,25135,24530,1585,0,9.37665327083334,23,0,0,1,2,0,0,-1465.0,0.0,0.3053382991930478
2023-01-02 23:30:00,2023-01-02,48,24018,23407,1607,0,9.37665327083334,23,30,0,1,2,0,0,-1117.0,0.0,0.2706703910614525
2023-01-03 00:00:00,2023-01-03,1,23896,23232,1683,0,16.351104437500002,0,0,1,1,3,0,0,-122.0,6.974451166666661,0.2668839230291744
2023-01-03 00:30:00,2023-01-03,2,24239,23574,1759,0,16.351104437500002,0,30,1,1,3,0,0,343.0,0.0,0.27752948479205464
2023-01-03 01:00:00,2023-01-03,3,24234,23224,1849,0,16.351104437500002,1,0,1,1,3,0,0,-5.0,0.0,0.27737430167597765
2023-01-03 01:30:00,2023-01-03,4,23788,22493,1938,0,16.351104437500002,1,30,1,1,3,0,0,-446.0,0.0,0.26353196772191184
2023-01-03 02:00:00,2023-01-03,5,23402,21919,2054,0,16.351104437500002,2,0,1,1,3,0,0,-386.0,0.0,0.25155183116076973
2023-01-03 02:30:00,2023-01-03,6,23241,21403,2170,0,16.351104437500002,2,30,1,1,3,0,0,-161.0,0.0,0.24655493482309124
2023-01-03 03:00:00,2023-01-03,7,22705,20919,2285,0,16.351104437500002,3,0,1,1,3,0,0,-536.0,0.0,0.22991930477963998
2023-01-03 03:30:00,2023-01-03,8,22109,20312,2399,0,16.351104437500002,3,30,1,1,3,0,0,-596.0,0.0,0.21142147734326505
2023-01-03 04:00:00,2023-01-03,9,21923,19704,2495,0,16.351104437500002,4,0,1,1,3,0,0,-186.0,0.0,0.20564866542520174
2023-01-03 04:30:00,2023-01-03,10,22100,19773,2591,0,16.351104437500002,4,30,1,1,3,0,0,177.0,0.0,0.21114214773432652
2023-01-03 05:00:00,2023-01-03,11,23246,19967,2704,0,16.351104437500002,5,0,1,1,3,0,0,1146.0,0.0,0.24671011793916822
2023-01-03 05:30:00,2023-01-03,12,23820,20751,2816,0,16.351104437500002,5,30,1,1,3,0,0,574.0,0.0,0.26452513966480445
2023-01-03 06:00:00,2023-01-03,13,24501,22776,2860,0,16.351104437500002,6,0,1,1,3,0,0,681.0,0.0,0.28566108007448787
2023-01-03 06:30:00,2023-01-03,14,26341,24743,2903,0,16.351104437500002,6,30,1,1,3,0,0,1840.0,0.0,0.3427684667908132
2023-01-03 07:00:00,2023-01-03,15,28961,27136,2946,0,16.351104437500002,7,0,1,1,3,0,0,2620.0,0.0,0.42408441961514587
2023-01-03 07:30:00,2023-01-03,16,30914,29052,2988,0,16.351104437500002,7,30,1,1,3,0,0,1953.0,0.0,0.4846989447548107
2023-01-03 08:00:00,2023-01-03,17,31846,30720,3040,1,16.351104437500002,8,0,1,1,3,0,0,932.0,0.0,0.5136250775915581
2023-01-03 08:30:00,2023-01-03,18,32808,31904,3092,43,16.351104437500002,8,30,1,1,3,0,0,962.0,0.0,0.5434823091247672
2023-01-03 09:00:00,2023-01-03,19,34101,33328,3110,145,16.351104437500002,9,0,1,1,3,0,0,1293.0,0.0,0.5836126629422719
2023-01-03 09:30:00,2023-01-03,20,34555,33905,3128,321,16.351104437500002,9,30,1,1,3,0,0,454.0,0.0,0.5977032898820608
2023-01-03 10:00:00,2023-01-03,21,35263,34544,3111,364,16.351104437500002,10,0,1,1,3,0,0,708.0,0.0,0.6196772191185599
2023-01-03 10:30:00,2023-01-03,22,35588,34825,3093,440,16.351104437500002,10,30,1,1,3,0,0,325.0,0.0,0.629764121663563
2023-01-03 11:00:00,2023-01-03,23,36369,35410,3069,456,16.351104437500002,11,0,1,1,3,0,0,781.0,0.0,0.6540037243947858
2023-01-03 11:30:00,2023-01-03,24,36762,35519,3044,481,16.351104437500002,11,30,1,1,3,0,0,393.0,0.0,0.6662011173184358
2023-01-03 12:00:00,2023-01-03,25,37328,35912,3036,594,16.351104437500002,12,0,1,1,3,0,0,566.0,0.0,0.6837678460583488
2023-01-03 12:30:00,2023-01-03,26,37491,36086,3028,511,16.351104437500002,12,30,1,1,3,0,0,163.0,0.0,0.6888268156424581
2023-01-03 13:00:00,2023-01-03,27,37546,36163,3017,393,16.351104437500002,13,0,1,1,3,0,0,55.0,0.0,0.6905338299193048
2023-01-03 13:30:00,2023-01-03,28,37298,35956,3005,366,16.351104437500002,13,30,1,1,3,0,0,-248.0,0.0,0.682836747361887
2023-01-03 14:00:00,2023-01-03,29,36743,35651,2993,198,16.351104437500002,14,0,1,1,3,0,0,-555.0,0.0,0.6656114214773433
2023-01-03 14:30:00,2023-01-03,30,36573,35496,2980,105,16.351104437500002,14,30,1,1,3,0,0,-170.0,0.0,0.6603351955307263
2023-01-03 15:00:00,2023-01-03,31,36800,35606,2980,21,16.351104437500002,15,0,1,1,3,0,0,227.0,0.0,0.6673805090006207
2023-01-03 15:30:00,2023-01-03,32,37065,36009,2979,0,16.351104437500002,15,30,1,1,3,0,0,265.0,0.0,0.6756052141527001
2023-01-03 16:00:00,2023-01-03,33,37963,36794,3038,0,16.351104437500002,16,0,1,1,3,0,1,898.0,0.0,0.7034761018001241
2023-01-03 16:30:00,2023-01-03,34,38648,37673,3096,0,16.351104437500002,16,30,1,1,3,0,1,685.0,0.0,0.7247361887026692
2023-01-03 17:00:00,2023-01-03,35,39167,38090,3168,0,16.351104437500002,17,0,1,1,3,0,1,519.0,0.0,0.7408441961514587
2023-01-03 17:30:00,2023-01-03,36,38874,37795,3240,0,16.351104437500002,17,30,1,1,3,0,1,-293.0,0.0,0.7317504655493482
2023-01-03 18:00:00,2023-01-03,37,37866,36955,3236,0,16.351104437500002,18,0,1,1,3,0,1,-1008.0,0.0,0.7004655493482309
2023-01-03 18:30:00,2023-01-03,38,36812,36002,3231,0,16.351104437500002,18,30,1,1,3,0,1,-1054.0,0.0,0.6677529484792054
2023-01-03 19:00:00,2023-01-03,39,35560,34949,3260,0,16.351104437500002,19,0,1,1,3,0,1,-1252.0,0.0,0.628895096213532
2023-01-03 19:30:00,2023-01-03,40,34096,33485,3289,0,16.351104437500002,19,30,1,1,3,0,1,-1464.0,0.0,0.5834574798261949
2023-01-03 20:00:00,2023-01-03,41,32794,32185,3283,0,16.351104437500002,20,0,1,1,3,0,1,-1302.0,0.0,0.5430477963997518
2023-01-03 20:30:00,2023-01-03,42,31382,30770,3277,0,16.351104437500002,20,30,1,1,3,0,1,-1412.0,0.0,0.49922408441961513
2023-01-03 21:00:00,2023-01-03,43,29858,29251,3353,0,16.351104437500002,21,0,1,1,3,0,0,-1524.0,0.0,0.4519242706393544
2023-01-03 21:30:00,2023-01-03,44,28287,27650,3429,0,16.351104437500002,21,30,1,1,3,0,0,-1571.0,0.0,0.4031657355679702
2023-01-03 22:00:00,2023-01-03,45,26966,25763,3517,0,16.351104437500002,22,0,1,1,3,0,0,-1321.0,0.0,0.36216635630043453
2023-01-03 22:30:00,2023-01-03,46,26027,24018,3605,0,16.351104437500002,22,30,1,1,3,0,0,-939.0,0.0,0.3330229671011794
2023-01-03 23:00:00,2023-01-03,47,25720,22280,3656,0,16.351104437500002,23,0,1,1,3,0,0,-307.0,0.0,0.32349472377405336
2023-01-03 23:30:00,2023-01-03,48,25199,21351,3706,0,16.351104437500002,23,30,1,1,3,0,0,-521.0,0.0,0.307324643078833
2023-01-04 00:00:00,2023-01-04,1,25119,20779,3799,0,4.808878041666666,0,0,2,1,4,0,0,-80.0,-11.542226395833335,0.3048417132216015
2023-01-04 00:30:00,2023-01-04,2,25503,21200,3892,0,4.808878041666666,0,30,2,1,4,0,0,384.0,0.0,0.3167597765363129
2023-01-04 01:00:00,2023-01-04,3,25573,20778,3920,0,4.808878041666666,1,0,2,1,4,0,0,70.0,0.0,0.31893234016139044
2023-01-04 01:30:00,2023-01-04,4,25088,20273,3947,0,4.808878041666666,1,30,2,1,4,0,0,-485.0,0.0,0.30387957790192427
2023-01-04 02:00:00,2023-01-04,5,25210,19761,3993,0,4.808878041666666,2,0,2,1,4,0,0,122.0,0.0,0.3076660459342024
2023-01-04 02:30:00,2023-01-04,6,24976,19368,4038,0,4.808878041666666,2,30,2,1,4,0,0,-234.0,0.0,0.3004034761018001
2023-01-04 03:00:00,2023-01-04,7,24701,19065,4057,0,4.808878041666666,3,0,2,1,4,0,0,-275.0,0.0,0.29186840471756675
2023-01-04 03:30:00,2023-01-04,8,24185,18572,4075,0,4.808878041666666,3,30,2,1,4,0,0,-516.0,0.0,0.2758535071384233
2023-01-04 04:00:00,2023-01-04,9,24514,18277,4071,0,4.808878041666666,4,0,2,1,4,0,0,329.0,0.0,0.286064556176288
2023-01-04 04:30:00,2023-01-04,10,24675,18331,4066,0,4.808878041666666,4,30,2,1,4,0,0,161.0,0.0,0.2910614525139665
2023-01-04 05:00:00,2023-01-04,11,25204,18887,4106,0,4.808878041666666,5,0,2,1,4,0,0,529.0,0.0,0.30747982619491
2023-01-04 05:30:00,2023-01-04,12,25584,19571,4145,0,4.808878041666666,5,30,2,1,4,0,0,380.0,0.0,0.31927374301675976
2023-01-04 06:00:00,2023-01-04,13,25147,21802,4097,0,4.808878041666666,6,0,2,1,4,0,0,-437.0,0.0,0.3057107386716325
2023-01-04 06:30:00,2023-01-04,14,26500,23982,4048,0,4.808878041666666,6,30,2,1,4,0,0,1353.0,0.0,0.34770328988206084
2023-01-04 07:00:00,2023-01-04,15,27498,26560,4022,0,4.808878041666666,7,0,2,1,4,0,0,998.0,0.0,0.3786778398510242
2023-01-04 07:30:00,2023-01-04,16,29144,28346,3996,0,4.808878041666666,7,30,2,1,4,0,0,1646.0,0.0,0.429764121663563
2023-01-04 08:00:00,2023-01-04,17,30810,29874,3970,0,4.808878041666666,8,0,2,1,4,0,0,1666.0,0.0,0.4814711359404097
2023-01-04 08:30:00,2023-01-04,18,31186,30537,3944,80,4.808878041666666,8,30,2,1,4,0,0,376.0,0.0,0.4931409062693979
2023-01-04 09:00:00,2023-01-04,19,32181,31367,3956,341,4.808878041666666,9,0,2,1,4,0,0,995.0,0.0,0.524022346368715
2023-01-04 09:30:00,2023-01-04,20,32247,31452,3968,699,4.808878041666666,9,30,2,1,4,0,0,66.0,0.0,0.5260707635009311
2023-01-04 10:00:00,2023-01-04,21,32331,31498,3976,1076,4.808878041666666,10,0,2,1,4,0,0,84.0,0.0,0.5286778398510242
2023-01-04 10:30:00,2023-01-04,22,32279,31397,3983,1277,4.808878041666666,10,30,2,1,4,0,0,-52.0,0.0,0.5270639354438237
2023-01-04 11:00:00,2023-01-04,23,32224,31300,3976,1625,4.808878041666666,11,0,2,1,4,0,0,-55.0,0.0,0.5253569211669771
2023-01-04 11:30:00,2023-01-04,24,32168,31346,3968,1696,4.808878041666666,11,30,2,1,4,0,0,-56.0,0.0,0.523618870266915
2023-01-04 12:00:00,2023-01-04,25,32452,31742,3934,1520,4.808878041666666,12,0,2,1,4,0,0,284.0,0.0,0.5324332712600869
2023-01-04 12:30:00,2023-01-04,26,32344,31583,3899,1919,4.808878041666666,12,30,2,1,4,0,0,-108.0,0.0,0.5290813159528244
2023-01-04 13:00:00,2023-01-04,27,32265,31479,3868,2090,4.808878041666666,13,0,2,1,4,0,0,-79.0,0.0,0.5266294227188082
2023-01-04 13:30:00,2023-01-04,28,31928,31223,3837,1397,4.808878041666666,13,30,2,1,4,0,0,-337.0,0.0,0.5161700806952204
2023-01-04 14:00:00,2023-01-04,29,32227,31566,3785,1182,4.808878041666666,14,0,2,1,4,0,0,299.0,0.0,0.5254500310366232
2023-01-04 14:30:00,2023-01-04,30,32528,31915,3732,865,4.808878041666666,14,30,2,1,4,0,0,301.0,0.0,0.5347920546244569
2023-01-04 15:00:00,2023-01-04,31,33109,32500,3684,354,4.808878041666666,15,0,2,1,4,0,0,581.0,0.0,0.5528243327126009
2023-01-04 15:30:00,2023-01-04,32,34095,33489,3635,42,4.808878041666666,15,30,2,1,4,0,0,986.0,0.0,0.5834264432029795
2023-01-04 16:00:00,2023-01-04,33,35513,34862,3580,0,4.808878041666666,16,0,2,1,4,0,1,1418.0,0.0,0.6274363749224084
2023-01-04 16:30:00,2023-01-04,34,36939,36335,3524,0,4.808878041666666,16,30,2,1,4,0,1,1426.0,0.0,0.6716945996275605
2023-01-04 17:00:00,2023-01-04,35,37471,36808,3481,0,4.808878041666666,17,0,2,1,4,0,1,532.0,0.0,0.6882060831781502
2023-01-04 17:30:00,2023-01-04,36,37698,36877,3438,0,4.808878041666666,17,30,2,1,4,0,1,227.0,0.0,0.6952513966480447
2023-01-04 18:00:00,2023-01-04,37,37267,36322,3353,0,4.808878041666666,18,0,2,1,4,0,1,-431.0,0.0,0.6818746120422098
2023-01-04 18:30:00,2023-01-04,38,36532,35530,3267,0,4.808878041666666,18,30,2,1,4,0,1,-735.0,0.0,0.659062693978895
2023-01-04 19:00:00,2023-01-04,39,35797,34588,3219,0,4.808878041666666,19,0,2,1,4,0,1,-735.0,0.0,0.6362507759155804
2023-01-04 19:30:00,2023-01-04,40,34735,33452,3170,0,4.808878041666666,19,30,2,1,4,0,1,-1062.0,0.0,0.6032898820608318
2023-01-04 20:00:00,2023-01-04,41,33706,32276,3095,0,4.808878041666666,20,0,2,1,4,0,1,-1029.0,0.0,0.5713531967721912
2023-01-04 20:30:00,2023-01-04,42,32380,30857,3019,0,4.808878041666666,20,30,2,1,4,0,1,-1326.0,0.0,0.5301986343885785
2023-01-04 21:00:00,2023-01-04,43,30790,29374,2970,0,4.808878041666666,21,0,2,1,4,0,0,-1590.0,0.0,0.4808504034761018
2023-01-04 21:30:00,2023-01-04,44,29420,27933,2921,0,4.808878041666666,21,30,2,1,4,0,0,-1370.0,0.0,0.4383302296710118
2023-01-04 22:00:00,2023-01-04,45,27984,26490,2841,0,4.808878041666666,22,0,2,1,4,0,0,-1436.0,0.0,0.3937616387337058
2023-01-04 22:30:00,2023-01-04,46,26911,25111,2761,0,4.808878041666666,22,30,2,1,4,0,0,-1073.0,0.0,0.3604593420235878
2023-01-04 23:00:00,2023-01-04,47,25822,23331,2637,0,4.808878041666666,23,0,2,1,4,0,0,-1089.0,0.0,0.3266604593420236
